,file_name,start,duration,Speaker_id,end,title
88,ES2002a.Mix-Headset,384.112,0.769,MEE006,384.881,ES2002a
89,ES2002a.Mix-Headset,384.213,1.547,FEE005,385.76,ES2002a
90,ES2002a.Mix-Headset,388.224,0.916,FEE005,389.14,ES2002a
91,ES2002a.Mix-Headset,393.376,0.96,MEE008,394.336,ES2002a
92,ES2002a.Mix-Headset,394.352,19.584,FEE005,413.936,ES2002a
93,ES2002a.Mix-Headset,404.797,0.787,MEE008,405.584,ES2002a
94,ES2002a.Mix-Headset,405.539,0.849,MEE006,406.388,ES2002a
95,ES2002a.Mix-Headset,413.936,8.32,FEE005,422.256,ES2002a
96,ES2002a.Mix-Headset,420.784,0.961,MEE008,421.745,ES2002a
97,ES2002a.Mix-Headset,425.419,6.361,FEE005,431.78,ES2002a
98,ES2002a.Mix-Headset,429.714,1.624,MEE006,431.338,ES2002a
99,ES2002a.Mix-Headset,431.248,2.224,MEE008,433.472,ES2002a
100,ES2002a.Mix-Headset,433.808,8.204,FEE005,442.012,ES2002a
101,ES2002a.Mix-Headset,436.336,0.928,MEE008,437.264,ES2002a
102,ES2002a.Mix-Headset,440.059,0.616,MEE008,440.675,ES2002a
103,ES2002a.Mix-Headset,440.382,2.882,MEE006,443.264,ES2002a
104,ES2002a.Mix-Headset,443.552,1.95,FEE005,445.502,ES2002a
105,ES2002a.Mix-Headset,444.032,4.752,MEE008,448.784,ES2002a
106,ES2002a.Mix-Headset,447.055,1.11,FEE005,448.165,ES2002a
107,ES2002a.Mix-Headset,448.976,4.72,FEE005,453.696,ES2002a
108,ES2002a.Mix-Headset,450.264,0.665,MEE008,450.929,ES2002a
109,ES2002a.Mix-Headset,453.055,0.37,MEE006,453.425,ES2002a
110,ES2002a.Mix-Headset,455.424,1.451,FEE005,456.875,ES2002a
111,ES2002a.Mix-Headset,458.294,4.73,FEE005,463.024,ES2002a
112,ES2002a.Mix-Headset,465.488,5.232,FEE005,470.72,ES2002a
113,ES2002a.Mix-Headset,472,23.072,FEE005,495.072,ES2002a
114,ES2002a.Mix-Headset,488.347,0.703,MEE008,489.05,ES2002a
115,ES2002a.Mix-Headset,496,1.696,MEE008,497.696,ES2002a
116,ES2002a.Mix-Headset,497.968,0.528,FEE005,498.496,ES2002a
117,ES2002a.Mix-Headset,499.136,5.044,MEE008,504.18,ES2002a
118,ES2002a.Mix-Headset,505.264,8.768,MEE008,514.032,ES2002a
119,ES2002a.Mix-Headset,508,1.632,FEE005,509.632,ES2002a
120,ES2002a.Mix-Headset,514.256,4.747,FEE005,519.003,ES2002a
121,ES2002a.Mix-Headset,518.288,4.32,MEE008,522.608,ES2002a
122,ES2002a.Mix-Headset,519.648,3.312,FEE005,522.96,ES2002a
123,ES2002a.Mix-Headset,524.192,6.048,FEE005,530.24,ES2002a
124,ES2002a.Mix-Headset,526.768,0.32,MEE008,527.088,ES2002a
125,ES2002a.Mix-Headset,528.864,0.32,MEE008,529.184,ES2002a
126,ES2002a.Mix-Headset,531.456,0.384,MEE008,531.84,ES2002a
127,ES2002a.Mix-Headset,531.619,6.685,FEE005,538.304,ES2002a
128,ES2002a.Mix-Headset,538.752,0.672,MEE008,539.424,ES2002a
129,ES2002a.Mix-Headset,539.175,3.033,FEE005,542.208,ES2002a
130,ES2002a.Mix-Headset,540.656,0.336,MEE008,540.992,ES2002a
131,ES2002a.Mix-Headset,543.808,0.352,MEE008,544.16,ES2002a
132,ES2002a.Mix-Headset,544.544,1.968,FEE005,546.512,ES2002a
133,ES2002a.Mix-Headset,548.256,17.373,MEE008,565.629,ES2002a
134,ES2002a.Mix-Headset,553.712,4.384,FEE005,558.096,ES2002a
135,ES2002a.Mix-Headset,564.961,6.079,FEE005,571.04,ES2002a
136,ES2002a.Mix-Headset,564.988,0.518,MEE006,565.506,ES2002a
137,ES2002a.Mix-Headset,565.629,1.171,MEE008,566.8,ES2002a
138,ES2002a.Mix-Headset,568.416,0.464,MEE008,568.88,ES2002a
139,ES2002a.Mix-Headset,571.128,0.74,MEE008,571.868,ES2002a
140,ES2002a.Mix-Headset,571.68,8.569,MEE006,580.249,ES2002a
141,ES2002a.Mix-Headset,580.4,3.824,FEE005,584.224,ES2002a
142,ES2002a.Mix-Headset,580.64,0.336,MEE008,580.976,ES2002a
143,ES2002a.Mix-Headset,581.099,1.675,MEE006,582.774,ES2002a
144,ES2002a.Mix-Headset,582.109,6.771,MEE008,588.88,ES2002a
145,ES2002a.Mix-Headset,590.976,5.856,MEE008,596.832,ES2002a
146,ES2002a.Mix-Headset,597.433,6.361,FEE005,603.794,ES2002a
147,ES2002a.Mix-Headset,598.24,1.824,MEE008,600.064,ES2002a
148,ES2002a.Mix-Headset,600.901,0.944,MEE008,601.845,ES2002a
149,ES2002a.Mix-Headset,602.848,14.128,MEE008,616.976,ES2002a
150,ES2002a.Mix-Headset,615.094,2.218,FEE005,617.312,ES2002a
151,ES2002a.Mix-Headset,618.48,6.544,FEE005,625.024,ES2002a
152,ES2002a.Mix-Headset,619.616,0.551,MEE008,620.167,ES2002a
153,ES2002a.Mix-Headset,620.167,0.666,MEE008,620.833,ES2002a
154,ES2002a.Mix-Headset,655.045,14.155,MEE008,669.2,ES2002a
155,ES2002a.Mix-Headset,660.634,0.703,FEE005,661.337,ES2002a
156,ES2002a.Mix-Headset,665.209,0.666,FEE005,665.875,ES2002a
157,ES2002a.Mix-Headset,670.288,7.564,MEE008,677.852,ES2002a
158,ES2002a.Mix-Headset,676.784,3.792,FEE005,680.576,ES2002a
159,ES2002a.Mix-Headset,680.496,0.352,MEE008,680.848,ES2002a
160,ES2002a.Mix-Headset,681.439,2.417,FEE005,683.856,ES2002a
161,ES2002a.Mix-Headset,684.88,6.839,FEE005,691.719,ES2002a
162,ES2002a.Mix-Headset,687.392,0.892,MEE008,688.284,ES2002a
163,ES2002a.Mix-Headset,689.468,0.596,MEE008,690.064,ES2002a
164,ES2002a.Mix-Headset,691.136,0.88,MEE008,692.016,ES2002a
165,ES2002a.Mix-Headset,692.368,8.08,FEE005,700.448,ES2002a
166,ES2002a.Mix-Headset,696.208,0.464,MEE008,696.672,ES2002a
167,ES2002a.Mix-Headset,697.952,4.128,MEE008,702.08,ES2002a
168,ES2002a.Mix-Headset,702,3.04,FEE005,705.04,ES2002a
169,ES2002a.Mix-Headset,704,0.464,MEE008,704.464,ES2002a
170,ES2002a.Mix-Headset,706.032,4.208,FEE005,710.24,ES2002a
171,ES2002a.Mix-Headset,711.408,10.064,FEE005,721.472,ES2002a
172,ES2002a.Mix-Headset,722.384,4.672,MEE008,727.056,ES2002a
173,ES2002a.Mix-Headset,722.668,0.481,FEE005,723.149,ES2002a
174,ES2002a.Mix-Headset,726.992,6.128,FEE005,733.12,ES2002a
175,ES2002a.Mix-Headset,728.32,0.912,MEE008,729.232,ES2002a
176,ES2002a.Mix-Headset,730.656,0.448,MEE008,731.104,ES2002a
177,ES2002a.Mix-Headset,732.288,0.485,MEE006,732.773,ES2002a
178,ES2002a.Mix-Headset,734.688,0.432,MEE008,735.12,ES2002a
179,ES2002a.Mix-Headset,735.072,0.704,FEE005,735.776,ES2002a
180,ES2002a.Mix-Headset,753.648,19.84,MEE008,773.488,ES2002a
181,ES2002a.Mix-Headset,767.535,0.888,FEE005,768.423,ES2002a
182,ES2002a.Mix-Headset,771.863,0.37,FEE005,772.233,ES2002a
183,ES2002a.Mix-Headset,772.784,4.304,FEE005,777.088,ES2002a
184,ES2002a.Mix-Headset,776.096,17.568,MEE008,793.664,ES2002a
185,ES2002a.Mix-Headset,776.735,1.22,MEE007,777.955,ES2002a
186,ES2002a.Mix-Headset,777.676,0.592,MEE006,778.268,ES2002a
187,ES2002a.Mix-Headset,792.33,0.997,MEE007,793.327,ES2002a
188,ES2002a.Mix-Headset,794.262,0.9,MEE008,795.162,ES2002a
189,ES2002a.Mix-Headset,794.496,9.872,MEE007,804.368,ES2002a
190,ES2002a.Mix-Headset,799.856,2.598,MEE008,802.454,ES2002a
191,ES2002a.Mix-Headset,804.448,6,MEE008,810.448,ES2002a
192,ES2002a.Mix-Headset,806.193,0.985,FEE005,807.178,ES2002a
193,ES2002a.Mix-Headset,811.456,9.664,FEE005,821.12,ES2002a
194,ES2002a.Mix-Headset,814.779,2.293,MEE008,817.072,ES2002a
195,ES2002a.Mix-Headset,818.432,0.272,MEE008,818.704,ES2002a
196,ES2002a.Mix-Headset,819.675,14.453,MEE008,834.128,ES2002a
197,ES2002a.Mix-Headset,832.604,0.756,FEE005,833.36,ES2002a
198,ES2002a.Mix-Headset,835.2,8.896,MEE008,844.096,ES2002a
199,ES2002a.Mix-Headset,839.536,1.511,FEE005,841.047,ES2002a
200,ES2002a.Mix-Headset,843.7,9.522,FEE005,853.222,ES2002a
201,ES2002a.Mix-Headset,849.056,2.4,MEE008,851.456,ES2002a
202,ES2002a.Mix-Headset,852.768,17.568,MEE008,870.336,ES2002a
203,ES2002a.Mix-Headset,866.257,1.191,FEE005,867.448,ES2002a
204,ES2002a.Mix-Headset,871.968,0.624,MEE008,872.592,ES2002a
205,ES2002a.Mix-Headset,873.92,3.888,MEE008,877.808,ES2002a
206,ES2002a.Mix-Headset,876.643,1.104,FEE005,877.747,ES2002a
207,ES2002a.Mix-Headset,878.928,0.4,MEE008,879.328,ES2002a
208,ES2002a.Mix-Headset,881.872,21.224,FEE005,903.096,ES2002a
209,ES2002a.Mix-Headset,903.056,0.96,MEE006,904.016,ES2002a
210,ES2002a.Mix-Headset,904.384,1.728,FEE005,906.112,ES2002a
211,ES2002a.Mix-Headset,904.547,0.777,MEE008,905.324,ES2002a
212,ES2002a.Mix-Headset,906.432,8.064,MEE006,914.496,ES2002a
213,ES2002a.Mix-Headset,907.44,1.856,MEE008,909.296,ES2002a
214,ES2002a.Mix-Headset,911.072,1.072,MEE008,912.144,ES2002a
215,ES2002a.Mix-Headset,912.985,9.591,FEE005,922.576,ES2002a
216,ES2002a.Mix-Headset,913.2,0.416,MEE008,913.616,ES2002a
217,ES2002a.Mix-Headset,914.752,0.416,MEE008,915.168,ES2002a
218,ES2002a.Mix-Headset,915.38,0.814,MEE006,916.194,ES2002a
219,ES2002a.Mix-Headset,915.825,1.561,MEE008,917.386,ES2002a
220,ES2002a.Mix-Headset,919.264,0.48,MEE008,919.744,ES2002a
221,ES2002a.Mix-Headset,924.272,28.768,MEE008,953.04,ES2002a
222,ES2002a.Mix-Headset,925.314,2.555,FEE005,927.869,ES2002a
223,ES2002a.Mix-Headset,932.64,0.656,FEE005,933.296,ES2002a
224,ES2002a.Mix-Headset,936.976,0.989,FEE005,937.965,ES2002a
225,ES2002a.Mix-Headset,946.24,1.953,FEE005,948.193,ES2002a
226,ES2002a.Mix-Headset,951.392,1.424,FEE005,952.816,ES2002a
227,ES2002a.Mix-Headset,953.04,3.344,MEE008,956.384,ES2002a
228,ES2002a.Mix-Headset,953.925,0.862,FEE005,954.787,ES2002a
229,ES2002a.Mix-Headset,956.336,3.304,FEE005,959.64,ES2002a
230,ES2002a.Mix-Headset,957.52,15.472,MEE008,972.992,ES2002a
231,ES2002a.Mix-Headset,961.692,1.805,FEE005,963.497,ES2002a
232,ES2002a.Mix-Headset,968.849,0.783,FEE005,969.632,ES2002a
233,ES2002a.Mix-Headset,971.68,0.864,FEE005,972.544,ES2002a
234,ES2002a.Mix-Headset,975.184,0.48,FEE005,975.664,ES2002a
235,ES2002a.Mix-Headset,975.552,1.312,MEE008,976.864,ES2002a
236,ES2002a.Mix-Headset,976.313,0.777,MEE007,977.09,ES2002a
237,ES2002a.Mix-Headset,977.152,31.632,FEE005,1008.784,ES2002a
238,ES2002a.Mix-Headset,993.856,0.272,MEE006,994.128,ES2002a
239,ES2002a.Mix-Headset,1010,9.344,FEE005,1019.344,ES2002a
240,ES2002a.Mix-Headset,1019.616,0.448,MEE008,1020.064,ES2002a
241,ES2002a.Mix-Headset,1021.488,1.12,FEE005,1022.608,ES2002a
242,ES2002a.Mix-Headset,1024.032,1.024,MEE008,1025.056,ES2002a
243,ES2002a.Mix-Headset,1028.032,3.76,FEE005,1031.792,ES2002a
244,ES2002a.Mix-Headset,1032.573,0.591,FEE005,1033.164,ES2002a
245,ES2002a.Mix-Headset,1034.448,0.864,FEE005,1035.312,ES2002a
246,ES2002a.Mix-Headset,1036.448,1.344,FEE005,1037.792,ES2002a
247,ES2002a.Mix-Headset,1039.104,3.52,FEE005,1042.624,ES2002a
248,ES2002a.Mix-Headset,1039.376,1.872,MEE008,1041.248,ES2002a
249,ES2002a.Mix-Headset,1044.944,0.192,MEE008,1045.136,ES2002a
250,ES2002a.Mix-Headset,1047.12,10.32,MEE008,1057.44,ES2002a
251,ES2002a.Mix-Headset,1049.44,0.704,FEE005,1050.144,ES2002a
252,ES2002a.Mix-Headset,1056.272,1.456,FEE005,1057.728,ES2002a
253,ES2002a.Mix-Headset,1056.912,0.272,MEE006,1057.184,ES2002a
254,ES2002a.Mix-Headset,1058.592,0.592,MEE008,1059.184,ES2002a
255,ES2002a.Mix-Headset,1060.88,13.696,MEE008,1074.576,ES2002a
256,ES2002a.Mix-Headset,1068.641,0.333,FEE005,1068.974,ES2002a
257,ES2002a.Mix-Headset,1073.52,11.328,FEE005,1084.848,ES2002a
258,ES2002a.Mix-Headset,1076.544,1.552,MEE008,1078.096,ES2002a
259,ES2002a.Mix-Headset,1081.968,0.448,MEE008,1082.416,ES2002a
260,ES2002a.Mix-Headset,1084.102,3.071,MEE006,1087.173,ES2002a
261,ES2002a.Mix-Headset,1086.944,0.848,MEE008,1087.792,ES2002a
262,ES2002a.Mix-Headset,1087.173,8.026,MEE006,1095.199,ES2002a
263,ES2002a.Mix-Headset,1087.563,0.703,FEE005,1088.266,ES2002a
264,ES2002a.Mix-Headset,1089.856,0.432,MEE008,1090.288,ES2002a
265,ES2002a.Mix-Headset,1093.76,0.736,FEE005,1094.496,ES2002a
266,ES2002a.Mix-Headset,1093.808,0.352,MEE008,1094.16,ES2002a
267,ES2002a.Mix-Headset,1095.643,2.821,MEE006,1098.464,ES2002a
268,ES2002a.Mix-Headset,1095.76,0.432,FEE005,1096.192,ES2002a
269,ES2002a.Mix-Headset,1098.39,4.842,FEE005,1103.232,ES2002a
270,ES2002a.Mix-Headset,1098.48,0.4,MEE008,1098.88,ES2002a
271,ES2002a.Mix-Headset,1102.308,0.69,MEE008,1102.998,ES2002a
272,ES2002a.Mix-Headset,1104.255,1.473,MEE008,1105.728,ES2002a
273,ES2002a.Mix-Headset,1104.352,1.388,FEE005,1105.74,ES2002a
274,ES2002a.Mix-Headset,1106.544,3.699,FEE005,1110.243,ES2002a
275,ES2002a.Mix-Headset,1107.628,0.489,MEE008,1108.117,ES2002a
276,ES2002a.Mix-Headset,1107.822,1.665,MEE006,1109.487,ES2002a
277,ES2002b.Mix-Headset,14.427,1.331,FEE005,15.758,ES2002b
278,ES2002b.Mix-Headset,16.942,1.036,FEE005,17.978,ES2002b
279,ES2002b.Mix-Headset,19.463,1.06,FEE005,20.523,ES2002b
280,ES2002b.Mix-Headset,23.042,41.169,FEE005,64.211,ES2002b
281,ES2002b.Mix-Headset,27.353,1.257,MEE008,28.61,ES2002b
282,ES2002b.Mix-Headset,30.478,0.481,MEE007,30.959,ES2002b
283,ES2002b.Mix-Headset,30.497,3.666,MEE008,34.163,ES2002b
284,ES2002b.Mix-Headset,36.431,2.5,MEE008,38.931,ES2002b
285,ES2002b.Mix-Headset,100.566,49.954,FEE005,150.52,ES2002b
286,ES2002b.Mix-Headset,116.66,0.494,MEE008,117.154,ES2002b
287,ES2002b.Mix-Headset,141.157,0.591,MEE008,141.748,ES2002b
288,ES2002b.Mix-Headset,150.52,7.856,FEE005,158.376,ES2002b
289,ES2002b.Mix-Headset,157.287,5.777,MEE008,163.064,ES2002b
290,ES2002b.Mix-Headset,163.126,2.626,FEE005,165.752,ES2002b
291,ES2002b.Mix-Headset,166.499,4.983,FEE005,171.482,ES2002b
292,ES2002b.Mix-Headset,171.64,2.576,MEE008,174.216,ES2002b
293,ES2002b.Mix-Headset,172.337,0.665,FEE005,173.002,ES2002b
294,ES2002b.Mix-Headset,173.849,5.567,FEE005,179.416,ES2002b
295,ES2002b.Mix-Headset,174.188,0.629,MEE006,174.817,ES2002b
296,ES2002b.Mix-Headset,179.416,28.622,FEE005,208.038,ES2002b
297,ES2002b.Mix-Headset,202.932,1.217,MEE006,204.149,ES2002b
298,ES2002b.Mix-Headset,209.9,0.921,MEE007,210.821,ES2002b
299,ES2002b.Mix-Headset,210.961,0.494,MEE008,211.455,ES2002b
300,ES2002b.Mix-Headset,210.99,0.924,FEE005,211.914,ES2002b
301,ES2002b.Mix-Headset,216.872,3.626,MEE007,220.498,ES2002b
302,ES2002b.Mix-Headset,219.65,2.66,FEE005,222.31,ES2002b
303,ES2002b.Mix-Headset,251.591,0.882,MEE008,252.473,ES2002b
304,ES2002b.Mix-Headset,258.385,1.698,MEE007,260.083,ES2002b
305,ES2002b.Mix-Headset,261.418,0.999,MEE007,262.417,ES2002b
306,ES2002b.Mix-Headset,265.335,22.561,MEE007,287.896,ES2002b
307,ES2002b.Mix-Headset,274.258,0.736,FEE005,274.994,ES2002b
308,ES2002b.Mix-Headset,287.456,0.892,FEE005,288.348,ES2002b
309,ES2002b.Mix-Headset,287.538,0.6,MEE008,288.138,ES2002b
310,ES2002b.Mix-Headset,288.426,20.461,MEE007,308.887,ES2002b
311,ES2002b.Mix-Headset,308.887,3.629,MEE007,312.516,ES2002b
312,ES2002b.Mix-Headset,314.728,8.837,MEE007,323.565,ES2002b
313,ES2002b.Mix-Headset,315.117,1.554,FEE005,316.671,ES2002b
314,ES2002b.Mix-Headset,334.316,25.309,MEE007,359.625,ES2002b
315,ES2002b.Mix-Headset,345.815,0.625,FEE005,346.44,ES2002b
316,ES2002b.Mix-Headset,362.284,16.79,MEE007,379.074,ES2002b
317,ES2002b.Mix-Headset,381.516,5.541,MEE007,387.057,ES2002b
318,ES2002b.Mix-Headset,386.618,7.358,FEE005,393.976,ES2002b
319,ES2002b.Mix-Headset,391.814,0.666,MEE008,392.48,ES2002b
320,ES2002b.Mix-Headset,393.747,20.974,MEE008,414.721,ES2002b
321,ES2002b.Mix-Headset,410.844,4.365,FEE005,415.209,ES2002b
322,ES2002b.Mix-Headset,413.815,2.442,MEE006,416.257,ES2002b
323,ES2002b.Mix-Headset,414.635,2.253,MEE007,416.888,ES2002b
324,ES2002b.Mix-Headset,416.96,0.625,MEE006,417.585,ES2002b
325,ES2002b.Mix-Headset,417.162,4.892,MEE008,422.054,ES2002b
326,ES2002b.Mix-Headset,417.516,0.481,FEE005,417.997,ES2002b
327,ES2002b.Mix-Headset,420.935,12.277,MEE007,433.212,ES2002b
328,ES2002b.Mix-Headset,425.922,3.699,MEE008,429.621,ES2002b
329,ES2002b.Mix-Headset,426.874,1.845,FEE005,428.719,ES2002b
330,ES2002b.Mix-Headset,431.285,0.555,MEE008,431.84,ES2002b
331,ES2002b.Mix-Headset,432.36,0.439,MEE006,432.799,ES2002b
332,ES2002b.Mix-Headset,432.603,1.258,MEE008,433.861,ES2002b
333,ES2002b.Mix-Headset,434.035,26.005,FEE005,460.04,ES2002b
334,ES2002b.Mix-Headset,451.563,0.837,MEE008,452.4,ES2002b
335,ES2002b.Mix-Headset,454.92,0.555,MEE006,455.475,ES2002b
336,ES2002b.Mix-Headset,456.076,0.517,MEE008,456.593,ES2002b
337,ES2002b.Mix-Headset,456.991,0.873,MEE008,457.864,ES2002b
338,ES2002b.Mix-Headset,459.991,0.585,MEE008,460.576,ES2002b
339,ES2002b.Mix-Headset,460.449,10.539,MEE007,470.988,ES2002b
340,ES2002b.Mix-Headset,465.552,0.74,FEE005,466.292,ES2002b
341,ES2002b.Mix-Headset,468.291,0.666,FEE005,468.957,ES2002b
342,ES2002b.Mix-Headset,470.841,3.662,FEE005,474.503,ES2002b
343,ES2002b.Mix-Headset,473.799,9.988,MEE007,483.787,ES2002b
344,ES2002b.Mix-Headset,477.629,0.869,MEE008,478.498,ES2002b
345,ES2002b.Mix-Headset,481.102,1.324,MEE008,482.426,ES2002b
346,ES2002b.Mix-Headset,482.675,9.387,FEE005,492.062,ES2002b
347,ES2002b.Mix-Headset,483.527,0.37,MEE008,483.897,ES2002b
348,ES2002b.Mix-Headset,489.187,0.617,MEE008,489.804,ES2002b
349,ES2002b.Mix-Headset,491.036,0.616,MEE008,491.652,ES2002b
350,ES2002b.Mix-Headset,492.062,16.202,FEE005,508.264,ES2002b
351,ES2002b.Mix-Headset,497.189,0.481,MEE008,497.67,ES2002b
352,ES2002b.Mix-Headset,503.655,1.332,MEE008,504.987,ES2002b
353,ES2002b.Mix-Headset,506.873,0.698,MEE008,507.571,ES2002b
354,ES2002b.Mix-Headset,507.571,18.649,MEE008,526.22,ES2002b
355,ES2002b.Mix-Headset,513.55,0.585,FEE005,514.135,ES2002b
